id	GWEIGHT	log2WT	log2KO	log2KO-WT
Tgfbr3	1	9.318803636	9.278051476	-0.04075216
Tgfbrap1	1	9.179174566	8.938700769	-0.240473797
Tgif1	1	6.918796847	6.747415492	-0.171381355
Tgif2	1	7.76397538	7.704316295	-0.059659085
Tgif2lx1	1	0	0	0
Tgif2lx2	1	0	0	0
Tgm1	1	6.76236162	7.594513878	0.832152257
Tgm2	1	11.14490397	11.30690573	0.162001765
Tgm3	1	0.71288478	1.219316369	0.506431589
Tgm4	1	7.350600277	7.301271996	-0.049328281
Tgm5	1	0.361415423	0	-0.361415423
Tgm6	1	0.361415423	0	-0.361415423
Tgm7	1	0	0	0
Tgoln1	1	8.602552308	8.608103924	0.005551615
Tgoln2	1	0	0	0
Tgs1	1	10.20976767	9.855480516	-0.354287153
Tgtp1	1	1.850080771	0.676850235	-1.173230536
Tgtp2	1	3.312575219	1.193304888	-2.119270332
Th	1	0	0.734813046	0.734813046
Th1l	1	10.62740752	10.76472717	0.137319651
Tha1	1	4.199186243	4.845702935	0.646516691
Thada	1	9.902864417	8.988882218	-0.913982198
Thap1	1	7.304253633	7.702012081	0.397758448
Thap11	1	9.503935952	9.686014259	0.182078307
Thap2	1	7.673858415	7.571359296	-0.10249912
Thap3	1	6.438759908	7.1449002	0.706140291
Thap4	1	8.55743758	8.542546772	-0.014890808
Thap6	1	7.140914803	7.453537602	0.312622799
Thap7	1	7.925932959	8.374929958	0.448996998
Thbd	1	6.735499973	6.193348955	-0.542151019
Thbs1	1	12.37332094	12.69953841	0.326217474
Thbs2	1	2.127216355	1.178126608	-0.949089747
Thbs3	1	3.113830542	1.95503765	-1.158792892
Thbs4	1	1.449075418	0.734813046	-0.714262372
Theg	1	0	0	0
Them4	1	5.08399407	5.005055781	-0.078938289
Them5	1	0	0	0
Themis	1	0.75528821	1.193304888	0.438016677
Thg1l	1	8.516238637	8.477098791	-0.039139847
Thnsl1	1	6.216631402	5.88301852	-0.333612882
Thnsl2	1	4.124745479	4.110707811	-0.014037668
Thoc1	1	10.20762911	10.29169752	0.084068403
Thoc2	1	10.79795995	9.913047035	-0.88491291
Thoc3	1	10.10740276	10.24033057	0.132927811
Thoc5	1	9.816149383	9.98359453	0.167445147
Thoc6	1	9.046407749	9.425459317	0.379051567
Thoc7	1	9.845590428	9.999511757	0.153921329
Thop1	1	10.47226294	10.5984579	0.126194955
Thpo	1	2.246513284	1.370768431	-0.875744853
Thra	1	9.655712327	9.506900966	-0.148811361
Thrap3	1	12.13868501	11.84710405	-0.291580963
Thrb	1	3.223251262	2.35630537	-0.866945892
Thrsp	1	0	0	0
Thsd1	1	6.435624841	5.364543638	-1.071081204
Thsd4	1	3.629602703	3.216497179	-0.413105524
Thsd7a	1	0.361415423	1.658270087	1.296854664
Thsd7b	1	1.896776014	1.213831222	-0.682944792
Thtpa	1	8.102545886	8.462971942	0.360426056
Thumpd1	1	10.30355181	10.30896725	0.00541544
Thumpd2	1	7.062046704	7.314896798	0.252850094
Thumpd3	1	9.596662641	10.02388783	0.427225191
Thy1	1	2.877852142	2.825471218	-0.052380924
Thyn1	1	9.118114043	9.26536151	0.147247467
Tia1	1	9.507953882	9.236918691	-0.271035192
Tial1	1	10.58436071	10.70382042	0.119459714
Tiam1	1	10.04310239	9.737428201	-0.305674191
Tiam2	1	6.301977814	6.355353652	0.053375838
Ticam1	1	7.884910397	8.091248213	0.206337816
Ticam2	1	7.763505578	7.809179443	0.045673865
Tie1	1	8.912783408	8.182589601	-0.730193807
Tifa	1	8.140836831	9.171438262	1.030601431
Tifab	1	9.851583773	10.47004222	0.618458451
Tigd2	1	7.229616383	7.468643276	0.239026892
Tigd3	1	6.341337995	6.142639164	-0.198698831
Tigd4	1	0	0	0
Tigd5	1	5.556284231	5.551400947	-0.004883284
Tigit	1	0.437646024	0	-0.437646024
Timd2	1	4.201753517	4.636890818	0.435137301
Timd4	1	6.442667567	4.591677173	-1.850990394
Timeless	1	10.73137344	10.63761385	-0.093759582
Timm10	1	8.380759508	8.391568029	0.010808521
Timm13	1	10.69954584	11.14227128	0.442725441
Timm17a	1	9.542567559	9.689754008	0.147186449
Timm17b	1	9.332586217	9.751004368	0.418418151
Timm22	1	8.806660896	9.129931719	0.323270823
Timm23	1	9.517447484	9.36815295	-0.149294534
Timm44	1	10.28039402	10.40099367	0.120599654
Timm50	1	10.5120094	10.61070494	0.098695547
Timm8a1	1	7.154267155	7.274686994	0.120419839
Timm8a2	1	0.488806077	0.413692533	-0.075113544
Timm8b	1	8.795835085	9.103380028	0.307544943
Timm9	1	8.394736731	8.575567639	0.180830909
Timp1	1	2.28171125	2.458411203	0.176699954
Timp2	1	6.702268603	5.911721435	-0.790547168
Timp3	1	8.443728333	7.755961554	-0.687766779
Timp4	1	0	0.408899935	0.408899935
Tinag	1	0	0	0
Tinagl1	1	8.248685425	6.291676558	-1.957008867
Tinf2	1	8.64549866	8.886361797	0.240863138
Tiparp	1	7.056655093	6.950806324	-0.105848769
Tipin	1	10.91497969	10.81834475	-0.096634931
Tiprl	1	9.157925563	9.444712043	0.28678648
Tirap	1	8.621915914	8.610472966	-0.011442948
Tjap1	1	8.976008913	9.131007953	0.15499904
Tjp1	1	7.723145607	6.668682917	-1.054462689
Tjp2	1	7.98035728	7.377045015	-0.603312265
Tjp3	1	5.604643544	6.260637775	0.655994231
Tk1	1	10.81905071	10.52707762	-0.291973087
Tk2	1	7.510091443	8.109464569	0.599373126
Tkt	1	13.36919769	14.03286232	0.663664623
Tktl1	1	0.437646024	0.408899935	-0.028746089
Tktl2	1	0	0	0
Tlcd1	1	8.575348533	7.480163333	-1.0951852
Tlcd2	1	6.69988336	6.963200244	0.263316884
Tle1	1	8.549208588	8.314711027	-0.234497562
Tle2	1	3.48425125	3.820023169	0.335771919
Tle3	1	9.803773098	9.90092087	0.097147772
Tle4	1	9.271057853	9.266635275	-0.004422578
Tle6	1	5.127904335	5.39376906	0.265864726
Tlk1	1	11.42943773	11.03193842	-0.39749931
Tlk2	1	9.93846803	9.477471058	-0.460996972
Tll1	1	1.66952759	0	-1.66952759
Tll2	1	0	0	0
Tln1	1	13.76611146	13.68070646	-0.085405004
Tln2	1	6.860164121	6.569934718	-0.290229403
Tlr1	1	5.44897785	5.388998605	-0.059979245
Tlr11	1	1.218500395	1.95503765	0.736537255
Tlr12	1	5.146718606	4.798594845	-0.348123761
Tlr13	1	5.964958833	6.176564815	0.211605982
Tlr2	1	7.552683789	7.812512917	0.259829128
Tlr3	1	3.648803617	3.748437446	0.099633829
Tlr4	1	6.8999784	7.049678273	0.149699874
Tlr5	1	3.802529577	2.495805022	-1.306724556
Tlr6	1	4.420419854	4.151688376	-0.268731478
Tlr7	1	6.042665595	5.559577672	-0.483087923
Tlr8	1	5.202131556	5.066737847	-0.13539371
Tlr9	1	6.202118405	5.60006596	-0.602052445
Tlx1	1	0	0	0
Tlx2	1	0.943931815	0.973431014	0.029499199
Tlx3	1	0.437646024	0	-0.437646024
Tm2d1	1	6.71904078	7.196542492	0.477501712
Tm2d2	1	8.168136373	8.781327286	0.613190913
Tm2d3	1	7.370723142	7.800793354	0.430070213
Tm4sf1	1	3.892993265	4.165636115	0.27264285
Tm4sf19	1	0.813668922	0	-0.813668922
Tm4sf20	1	1.078656517	0.730978093	-0.347678423
Tm4sf4	1	4.4041414	4.247416646	-0.156724754
Tm4sf5	1	0.995282569	0.990909155	-0.004373413
Tm6sf1	1	9.653998441	10.08615475	0.432156308
Tm6sf2	1	2.549919186	3.214152151	0.664232964
Tm7sf2	1	6.417300768	7.068913898	0.65161313
Tm7sf3	1	10.43691793	10.60944084	0.172522916
Tm9sf1	1	10.0146995	10.0032148	-0.011484701
Tm9sf2	1	10.6650426	10.61752653	-0.047516075
Tm9sf3	1	11.81888683	11.72597188	-0.092914957
Tm9sf4	1	10.17445049	9.914535789	-0.259914696
Tmbim1	1	8.397968452	8.362221398	-0.035747054
Tmbim4	1	8.890721707	9.521017275	0.630295568
Tmbim6	1	11.8979104	12.29628621	0.398375815
Tmc1	1	0.650186777	0	-0.650186777
Tmc2	1	1.877709166	0	-1.877709166
Tmc3	1	3.29473554	1.547248176	-1.747487363
Tmc4	1	6.608902261	6.809781243	0.200878982
Tmc5	1	1.592165582	1.336263084	-0.255902499
Tmc6	1	10.78732241	9.127942999	-1.659379415
Tmc7	1	4.047948271	4.076359249	0.028410978
Tmc8	1	9.721519598	7.639406398	-2.0821132
Tmcc1	1	7.665914208	7.746056961	0.080142752
Tmcc2	1	12.20605976	10.41063305	-1.795426703
Tmcc3	1	5.962136018	5.783937918	-0.1781981
Tmco1	1	9.667077783	9.709720899	0.042643116
Tmco2	1	0	0.408899935	0.408899935
Tmco3	1	7.635713259	8.180599034	0.544885775
Tmco4	1	7.597679262	7.558796957	-0.038882305
Tmco5	1	0.361415423	0	-0.361415423
Tmco5b	1	0	0	0
Tmco6	1	7.819109152	8.169194728	0.350085576
Tmco7	1	7.744201714	7.524551956	-0.219649758
Tmed1	1	8.329962651	8.56218736	0.232224709
Tmed10	1	11.24206683	11.31951805	0.07745122
Tmed11	1	0	0	0
Tmed2	1	9.22630002	9.28836322	0.0620632
Tmed3	1	9.465372085	10.37075531	0.905383228
Tmed4	1	8.847103527	8.870941761	0.023838234
Tmed5	1	10.1587107	10.06214845	-0.096562252
Tmed6	1	0.488806077	1.685938572	1.197132495
Tmed7	1	10.82650196	10.73512852	-0.091373445
Tmed8	1	8.35173705	9.057023602	0.705286552
Tmed9	1	11.10592438	11.31909177	0.213167396
Tmeff1	1	5.760750474	5.626638445	-0.134112029
Tmeff2	1	1.345978677	0.706122716	-0.639855962
Tmem100	1	0.98013826	0	-0.98013826
Tmem101	1	7.810107372	8.496150566	0.686043194
Tmem102	1	4.15170977	4.84352141	0.69181164
Tmem104	1	8.066855923	8.132913055	0.066057132
Tmem106a	1	5.872392674	6.284158049	0.411765375
Tmem106b	1	8.733947517	8.699637235	-0.034310282
Tmem106c	1	7.700420548	8.159552561	0.459132013
Tmem107	1	7.153286174	7.095917565	-0.057368609
Tmem108	1	3.69974192	2.901298525	-0.798443395
Tmem109	1	8.498881241	8.60179481	0.102913568
Tmem11	1	8.993481714	9.249627378	0.256145664
Tmem110	1	8.009700902	8.1033046	0.093603698
Tmem111	1	9.610702531	9.594784999	-0.015917532
Tmem115	1	8.335575145	8.668911178	0.333336033
Tmem116	1	2.976552546	4.297464627	1.320912081
Tmem117	1	0.361415423	0	-0.361415423
Tmem119	1	6.036692834	6.750423099	0.713730265
Tmem120a	1	6.881068597	7.227888431	0.346819834
Tmem120b	1	8.482966913	7.982135184	-0.500831729
Tmem121	1	2.726066005	2.550051627	-0.176014379
Tmem123	1	10.90748479	10.20175633	-0.705728464
Tmem125	1	1.888688553	2.059267923	0.17057937
Tmem126a	1	7.873132912	8.19844763	0.325314718
Tmem126b	1	6.917587855	7.193373931	0.275786076
Tmem127	1	9.742870089	9.654190309	-0.08867978
Tmem128	1	8.542834478	8.576956444	0.034121966
Tmem129	1	8.324776569	8.497732302	0.172955733
Tmem130	1	1.782037532	2.333934253	0.551896721
Tmem131	1	11.58907977	11.29395493	-0.295124841
Tmem132a	1	6.202380465	6.200632647	-0.001747818
Tmem132b	1	0	0.973431014	0.973431014
Tmem132c	1	1.813393448	0.377759949	-1.435633499
Tmem132d	1	1.261081852	0	-1.261081852
Tmem132e	1	2.915198164	2.695800203	-0.219397961
Tmem134	1	9.460474304	9.330361466	-0.130112839
Tmem135	1	8.295991564	8.438091455	0.142099891
Tmem136	1	2.572389554	1.391365544	-1.18102401
Tmem138	1	6.945034059	7.193058104	0.248024046
Tmem139	1	1.47395365	0.727132919	-0.746820731
Tmem140	1	7.304712607	7.879683703	0.574971096
Tmem141	1	5.746475127	6.103794288	0.357319161
Tmem143	1	6.980860693	7.627749819	0.646889125
Tmem144	1	4.781089522	4.65496782	-0.126121702
Tmem145	1	0	0.408899935	0.408899935
Tmem146	1	2.302246149	1.216576402	-1.085669747
Tmem147	1	9.433687362	9.530774476	0.097087114
Tmem149	1	5.649538067	5.822743616	0.173205549
Tmem14a	1	3.883603121	4.50092027	0.617317149
Tmem14c	1	12.65077239	12.79502882	0.14425643
Tmem150a	1	6.091017694	6.38016729	0.289149596
Tmem150b	1	5.270262577	5.378132897	0.10787032
Tmem150c	1	2.185798105	1.549427329	-0.636370776
Tmem151a	1	1.38500728	0.408899935	-0.976107345
Tmem151b	1	2.260879836	2.254234584	-0.006645252
Tmem154	1	7.405076043	7.803679638	0.398603595
Tmem158	1	5.743644727	6.253379753	0.509735026
Tmem159	1	5.958423263	6.470621682	0.512198419
Tmem160	1	8.551049332	8.741013862	0.18996453
Tmem161a	1	8.923727431	8.815908697	-0.107818734
Tmem161b	1	7.68074968	7.608609008	-0.072140672
Tmem163	1	3.28053457	2.265436011	-1.015098559
Tmem164	1	11.42792564	11.08965278	-0.338272859
Tmem165	1	10.00861901	10.00942517	0.000806162
Tmem167	1	10.22201739	10.06690631	-0.155111086
Tmem167b	1	9.03854453	8.91445729	-0.124087239
Tmem168	1	8.889024933	8.848756613	-0.04026832
Tmem169	1	0	1.386498073	1.386498073
Tmem17	1	4.41118602	4.583016209	0.171830189
Tmem170	1	6.702529355	6.789546542	0.087017188
Tmem170b	1	8.985327495	8.806530379	-0.178797116
Tmem171	1	0	0	0
Tmem173	1	8.34975504	8.470936845	0.121181805
Tmem174	1	0	0	0
Tmem175	1	8.178556001	8.217456013	0.038900011
Tmem176a	1	7.048051644	7.189521983	0.141470339
Tmem176b	1	8.256380162	8.198496484	-0.057883678
Tmem177	1	7.366087151	7.661145216	0.295058064
Tmem178	1	0.995282569	0.702210631	-0.293071938
Tmem179	1	0.361415423	0.727132919	0.365717496
Tmem179b	1	8.131295238	8.660289446	0.528994209
Tmem18	1	8.772687448	8.589015037	-0.183672411
Tmem180	1	8.103140672	8.73374495	0.630604278
Tmem181a	1	6.59480998	6.475470526	-0.119339455
Tmem181b-ps	1	5.895820876	6.702950386	0.80712951
Tmem181c-ps	1	3.056123291	2.696783578	-0.359339713
Tmem182	1	0	0	0
Tmem183a	1	10.620469	10.24878879	-0.371680205
Tmem184a	1	4.133557558	2.073597935	-2.059959623
Tmem184b	1	9.035953092	8.743236168	-0.292716924
Tmem184c	1	7.257533354	6.954622685	-0.302910669
Tmem185b	1	8.130085465	8.317471079	0.187385614
Tmem186	1	8.838988215	8.861496591	0.022508376
Tmem188	1	8.795554464	8.783698454	-0.01185601
Tmem189	1	9.010838038	9.099068335	0.088230297
Tmem19	1	8.194517266	8.774049823	0.579532557
Tmem190	1	2.409992971	2.363032488	-0.046960483
Tmem191c	1	5.269431847	5.691244137	0.42181229
Tmem192	1	7.535158142	7.848727454	0.313569312
Tmem194	1	9.362382846	8.743803329	-0.618579516
Tmem194b	1	7.149908578	7.080419864	-0.069488714
Tmem196	1	0	0	0
Tmem198	1	2.64632338	3.125881666	0.479558286
Tmem198b	1	6.828652263	7.516455091	0.687802829
Tmem199	1	7.831900895	8.138639093	0.306738198
Tmem2	1	9.631316101	9.346630589	-0.284685513
Tmem20	1	8.87095806	7.339042496	-1.531915564
Tmem200a	1	1.277049459	0.413692533	-0.863356926
Tmem200b	1	3.060984696	2.271279727	-0.789704968
Tmem200c	1	0.361415423	0.413692533	0.05227711
Tmem201	1	9.244260957	8.947975773	-0.296285184
Tmem202	1	0.488806077	1.404467744	0.915661667
Tmem203	1	7.230248383	7.757148198	0.526899815
Tmem204	1	4.016429225	4.259614386	0.24318516
Tmem205	1	6.368582716	7.26470503	0.896122315
Tmem206	1	10.05414788	10.33021937	0.276071486
Tmem207	1	0	0	0
Tmem208	1	9.035635918	9.39079749	0.355161572
Tmem209	1	9.549231996	9.086786733	-0.462445263
Tmem210	1	0	0	0
Tmem211	1	0	0.408899935	0.408899935
Tmem212	1	0	0	0
Tmem213	1	0	0	0
Tmem214	1	9.967581434	10.22103243	0.253450999
Tmem215	1	3.541223815	3.605033817	0.063810002
Tmem216	1	7.027663955	7.817426188	0.789762234
Tmem217	1	0.813668922	1.545065728	0.731396806
Tmem218	1	5.920050636	6.530821885	0.610771249
Tmem219	1	7.436809128	7.74708626	0.310277131
Tmem22	1	2.908693889	2.753965002	-0.154728887
Tmem220	1	2.045122866	3.975766809	1.930643943
Tmem221	1	3.233765147	1.848746108	-1.385019039
Tmem222	1	8.689715067	8.973236856	0.283521789
Tmem223	1	8.269525519	8.604049058	0.334523539
Tmem225	1	0	0	0
Tmem229a	1	3.379610833	2.642353394	-0.737257439
Tmem229b	1	9.604749295	9.301442202	-0.303307093
Tmem231	1	5.910583707	5.637893221	-0.272690487
Tmem232	1	0.75528821	0.408899935	-0.346388275
Tmem233	1	0.437646024	0	-0.437646024
Tmem25	1	2.607533705	2.162179786	-0.445353919
Tmem26	1	5.055273661	2.929738249	-2.125535411
Tmem27	1	1.030238172	2.039505935	1.009267763
Tmem28	1	0	0	0
Tmem29	1	7.04196052	7.399369755	0.357409235
Tmem30a	1	10.36594402	10.26330535	-0.10263867
Tmem30b	1	1.510418943	0.377759949	-1.132658995
Tmem30c	1	0.75528821	0.730978093	-0.024310117
Tmem33	1	10.36590475	10.46000743	0.094102673
Tmem35	1	2.538519162	1.172482289	-1.366036873
Tmem37	1	4.990857397	5.57906473	0.588207332
Tmem38a	1	4.818730574	4.637105	-0.181625574
Tmem38b	1	6.996850744	7.770095367	0.773244623
Tmem39a	1	8.819068777	8.840753084	0.021684306
Tmem39b	1	8.153116075	8.384251759	0.231135685
Tmem40	1	8.521565227	8.161327414	-0.360237813
Tmem41a	1	8.351516205	8.069052276	-0.282463929
Tmem41b	1	8.085832586	8.230606572	0.144773986
Tmem42	1	5.625902854	5.707914032	0.082011179
Tmem43	1	9.339371898	9.450346748	0.11097485
Tmem44	1	3.943353012	3.219522807	-0.723830205
Tmem45a	1	0.98013826	1.198868482	0.218730222
Tmem45b	1	1.187866929	0	-1.187866929
Tmem47	1	5.02982948	4.36573045	-0.664099029
Tmem48	1	10.03771448	9.734049122	-0.303665362
Tmem5	1	7.990149643	7.919435659	-0.070713984
Tmem50a	1	9.937552984	10.36623982	0.428686836
Tmem50b	1	8.287095022	8.856374095	0.569279073
Tmem51	1	5.632564229	6.074419034	0.441854805
Tmem52	1	0	0	0
Tmem53	1	4.375649421	5.3850643	1.009414879
Tmem54	1	0.361415423	1.547248176	1.185832753
Tmem55a	1	9.072991077	10.11467477	1.041683691
Tmem55b	1	10.74718628	10.96653298	0.219346697
Tmem56	1	11.41948417	11.82689126	0.407407086
Tmem57	1	9.938369543	9.575890183	-0.36247936
Tmem59	1	10.11566527	10.29736362	0.181698347
Tmem59l	1	1.985353352	0.730978093	-1.254375259
Tmem60	1	7.764619105	8.279947738	0.515328633
Tmem62	1	6.355654996	6.230593216	-0.12506178
Tmem63a	1	8.809209814	8.982413658	0.173203844
Tmem63b	1	8.125274504	8.211966793	0.086692288
Tmem63c	1	0	0.413692533	0.413692533
Tmem64	1	9.79347005	9.134138398	-0.659331652
Tmem65	1	8.024461064	7.087751909	-0.936709156
Tmem66	1	9.532403457	9.915489602	0.383086145
Tmem67	1	6.125562814	5.905212863	-0.220349951
Tmem68	1	8.070688897	8.087683465	0.016994568
Tmem69	1	8.901780826	9.007694782	0.105913956
Tmem70	1	9.296396961	9.404757617	0.108360656
Tmem71	1	6.042133275	6.216726455	0.17459318
Tmem72	1	0	0	0
Tmem74	1	2.163523596	0.413692533	-1.749831063
Tmem79	1	5.461646229	5.970225037	0.508578809
Tmem8	1	7.679893255	7.934002342	0.254109087
Tmem80	1	6.940714146	7.714839345	0.774125199
Tmem81	1	5.821926737	6.165677897	0.343751161
Tmem82	1	3.633929345	3.057091904	-0.576837442
Tmem85	1	8.344493056	8.789527479	0.445034422
Tmem86a	1	6.37129991	6.555929479	0.18462957
Tmem86b	1	7.913512671	9.720323815	1.806811143
Tmem87a	1	9.1932419	9.210903212	0.017661312
Tmem87b	1	7.72951996	7.486781896	-0.242738064
Tmem88	1	7.531700361	8.073549039	0.541848678
Tmem88b	1	1.174623815	1.526563527	0.351939712
Tmem89	1	0	0	0
Tmem8b	1	5.570984145	5.709274663	0.138290518
Tmem8c	1	1.581495755	0.377759949	-1.203735807
Tmem9	1	9.915466708	10.55400905	0.638542338
Tmem90a	1	0.995282569	1.391365544	0.396082975
Tmem90b	1	0.361415423	0.408899935	0.047484512
Tmem91	1	3.752776712	3.007425307	-0.745351405
Tmem92	1	0	0	0
Tmem93	1	9.817457935	10.02508229	0.207624358
Tmem95	1	0.98013826	3.390434227	2.410295967
Tmem97	1	9.57143836	9.806171774	0.234733414
Tmem98	1	5.785434449	5.550721475	-0.234712975
Tmem9b	1	8.958566305	9.56207769	0.603511385
Tmf1	1	9.420678007	9.193452245	-0.227225762
Tmie	1	2.657225724	1.933784122	-0.723441602
Tmigd1	1	0	0	0
Tmlhe	1	0	0	0
Tmod1	1	10.7998674	10.26947282	-0.530394582
Tmod2	1	1.813393448	0	-1.813393448
Tmod3	1	10.22642	10.53192674	0.305506732
Tmod4	1	1.72233553	2.083281993	0.360946463
Tmpo	1	13.02042926	12.55801099	-0.462418277
Tmppe	1	8.366513942	8.127236438	-0.239277505
Tmprss11a	1	0	0	0
Tmprss11bnl	1	0	0	0
Tmprss11c	1	0	0	0
Tmprss11d	1	0	0	0
Tmprss11e	1	0	0	0
Tmprss11f	1	0	0	0
Tmprss11g	1	0	0	0
Tmprss12	1	0	0	0
Tmprss13	1	0	0	0
Tmprss15	1	0	0	0
Tmprss2	1	2.578845063	2.562421776	-0.016423287
Tmprss3	1	4.617925575	4.323218984	-0.294706591
Tmprss4	1	0.437646024	0	-0.437646024
Tmprss5	1	0	0	0
Tmprss6	1	4.833445766	4.914120047	0.080674281
Tmprss7	1	2.377434737	2.907612409	0.530177672
Tmprss9	1	2.421250323	1.373230899	-1.048019424
Tmsb10	1	10.01035666	10.2108562	0.200499548
Tmsb15a	1	0.437646024	0	-0.437646024
Tmsb15b1	1	0	1.384058165	1.384058165
Tmsb15b2	1	0	0	0
Tmsb15l	1	0	0	0
Tmsb4x	1	13.21061423	14.2467515	1.036137277
Tmtc1	1	3.593180463	2.889447655	-0.703732807
Tmtc2	1	5.27503803	4.891911069	-0.383126961
Tmtc3	1	8.888288589	8.022766645	-0.865521944
Tmtc4	1	6.696067176	6.490021253	-0.206045923
Tmub1	1	6.670801188	7.43351481	0.762713622
Tmub2	1	8.827541843	9.103907834	0.276365991
Tmx1	1	11.40221756	11.08897709	-0.313240473
Tmx2	1	9.059129673	9.151242483	0.092112809
Tmx3	1	9.887582292	9.657208358	-0.230373934
Tmx4	1	10.37475204	10.39497602	0.02022398
Tnc	1	4.943255911	3.53665127	-1.40660464
Tnf	1	4.971357452	5.03747219	0.066114738
Tnfaip1	1	8.339602061	8.31317882	-0.026423241
Tnfaip2	1	11.52321881	11.2821293	-0.241089514
Tnfaip3	1	6.599856987	6.608370105	0.008513118
Tnfaip6	1	0.361415423	1.175307209	0.813891786
Tnfaip8	1	9.510115085	10.08529658	0.575181493
Tnfaip8l1	1	5.593447326	6.596749793	1.003302467
Tnfaip8l2	1	7.363025989	8.171479383	0.808453394
Tnfaip8l3	1	0.71288478	0	-0.71288478
Tnfrsf10b	1	4.729865679	4.601447098	-0.128418581
Tnfrsf11a	1	5.677272022	6.17369777	0.496425748
Tnfrsf11b	1	2.370009559	2.192128649	-0.17788091
Tnfrsf12a	1	4.084591386	4.174723544	0.090132158
Tnfrsf13b	1	6.209963353	6.411809873	0.20184652
Tnfrsf13c	1	6.149016815	3.487726104	-2.661290711
Tnfrsf14	1	11.00169401	9.316839111	-1.6848549
Tnfrsf17	1	0.488806077	0.408899935	-0.079906142
Tnfrsf18	1	2.584199651	2.883917305	0.299717654
Tnfrsf19	1	4.105347011	3.810855007	-0.294492004
Tnfrsf1a	1	9.363095485	9.938891773	0.575796288
Tnfrsf1b	1	9.100977827	9.496578594	0.395600767
Tnfrsf21	1	10.38417733	9.74025749	-0.643919844
Tnfrsf22	1	4.513446479	4.511601238	-0.001845241
Tnfrsf23	1	3.860951045	4.509364622	0.648413576
Tnfrsf25	1	4.107463962	3.583351927	-0.524112034
Tnfrsf26	1	5.725931054	5.881136254	0.155205201
Tnfrsf4	1	3.656478926	3.154855573	-0.501623352
Tnfrsf8	1	1.248496908	1.698594865	0.450097957
Tnfrsf9	1	2.752051941	3.367614118	0.615562177
Tnfsf10	1	5.516664783	4.084741829	-1.431922955
Tnfsf11	1	3.212224515	3.144200616	-0.068023899
Tnfsf12	1	1.625140846	2.58985579	0.964714944
Tnfsf13	1	0.437646024	1.208325141	0.770679118
Tnfsf13b	1	2.56699087	3.614041956	1.047051085
Tnfsf14	1	6.45026026	6.582875783	0.132615523
Tnfsf15	1	0.98013826	0.408899935	-0.571238324
Tnfsf18	1	0	0.413692533	0.413692533
Tnfsf4	1	0	0.377759949	0.377759949
Tnfsf8	1	1.877709166	1.373230899	-0.504478268
Tnfsf9	1	3.28732316	4.269921801	0.982598641
Tnik	1	8.440818814	8.133109149	-0.307709665
Tnip1	1	8.716727763	9.388035736	0.671307973
Tnip2	1	7.422336835	7.318211852	-0.104124983
Tnip3	1	2.125280595	1.542879972	-0.582400623
Tnk1	1	8.398142386	9.273860665	0.875718279
Tnk2	1	10.7440859	10.46902209	-0.275063805
Tnks	1	9.876158339	9.240458911	-0.635699429
Tnks1bp1	1	6.418000259	6.198666873	-0.219333385
Tnks2	1	11.5166681	11.36398494	-0.152683156
Tnmd	1	0	0	0
Tnn	1	0.361415423	1.216576402	0.855160979
Tnnc1	1	2.590602646	2.762835434	0.172232788
Tnnc2	1	2.163974231	0.945846459	-1.218127771
Tnni1	1	4.300146803	4.983894905	0.683748102
Tnni2	1	5.481277657	5.49665505	0.015377393
Tnni3	1	2.508764838	5.276251607	2.767486769
Tnni3k	1	0	0.408899935	0.408899935
Tnnt1	1	5.532916849	6.29017739	0.757260541
Tnnt2	1	2.551361624	0.706122716	-1.845238908
Tnnt3	1	1.679568013	1.68989497	0.010326956
Tnp1	1	0	0	0
Tnp2	1	0.437646024	0	-0.437646024
Tnpo1	1	11.53996186	10.79850834	-0.741453516
Tnpo2	1	11.73056441	11.11970432	-0.610860094
Tnpo3	1	11.10521563	10.97450435	-0.130711288
Tnr	1	0.995282569	0.994112533	-0.001170036
Tnrc18	1	10.59591226	10.5126643	-0.083247965
Tnrc6a	1	10.71408416	10.27784733	-0.436236833
Tnrc6b	1	12.01833739	11.56972045	-0.448616937
Tnrc6c	1	10.11555643	9.556596437	-0.558959995
Tns1	1	9.396835749	6.149995522	-3.246840227
Tns3	1	9.115814014	9.003998511	-0.111815503
Tns4	1	4.027233995	4.680504146	0.653270151
Tnxb	1	2.370009559	0.727132919	-1.64287664
Tob1	1	7.156502066	7.066292435	-0.09020963
Tob2	1	9.273190477	9.481558073	0.208367596
Toe1	1	8.584895193	8.862374594	0.277479401
Tollip	1	10.18069737	9.994116928	-0.186580444
Tom1	1	6.43145851	7.397720244	0.966261734
Tom1l1	1	9.812978983	9.50576964	-0.307209343
Tom1l2	1	8.526123188	8.282380235	-0.243742952
Tomm20	1	10.95169072	11.04068926	0.088998541
Tomm20l	1	4.295682577	4.979406211	0.683723634
Tomm22	1	10.53254456	10.91545684	0.382912277
Tomm34	1	9.336186745	9.534518623	0.198331878
Tomm40	1	11.2875329	11.43244027	0.14490737
Tomm40l	1	8.874629446	9.196066675	0.321437229
Tomm5	1	9.826117471	9.80707873	-0.019038741
Tomm6	1	10.49042568	11.10511929	0.614693616
Tomm7	1	9.718487843	10.32731897	0.608831124
Tomm70a	1	11.7809822	11.52821038	-0.252771823
Tomt	1	6.067413937	5.751887445	-0.315526492
