Gene_id	EKLF+/+ rep1	EKLF+/+ rep2	EKLF+/+ rep3	EKLF-/- rep1	EKLF-/- rep2	EKLF-/- rep3
Eno2	0	6	1	2	13	6
Eno3	72	104	66	76	123	92
Eno4	1	2	3	7	1	7
Enoph1	523	681	445	542	580	548
Enox	38	39	59	58	29	67
Enox1	0	2	0	0	0	0
Enox2	193	214	203	254	229	210
Enpep	7	8	11	11	4	6
Enpp1	35	38	37	116	53	97
Enpp2	11	9	11	11	5	5
Enpp3	17	16	20	24	29	18
Enpp4	238	350	285	349	147	189
Enpp5	14	23	27	27	30	29
Enpp6	1	0	0	0	0	0
Enpp7	0	0	0	0	0	0
Ensa	1051	1335	1180	1439	1282	1263
Enthd1	0	0	0	0	1	2
Entpd1	161	209	144	237	276	225
Entpd2	0	1	1	0	2	0
Entpd3	2	3	3	12	12	3
Entpd4	0	0	0	0	0	0
Entpd5	310	364	366	349	288	255
Entpd6	380	583	409	476	536	475
Entpd7	187	257	203	254	243	210
Entpd8	5	2	3	4	4	2
Eny2	691	877	854	874	1059	860
Eomes	1	1	0	0	1	0
Ep300	2280	3347	2329	2820	1129	1948
Ep400	3745	5452	3940	4006	1767	3044
Epas1	66	78	77	60	35	47
Epb4.1	8700	12682	10406	11684	7481	9629
Epb4.1l1	35	103	74	30	24	22
Epb4.1l2	541	916	578	833	669	724
Epb4.1l3	47	84	80	44	35	38
Epb4.1l4a	8	5	2	3	1	1
Epb4.1l4b	53	74	48	34	29	42
Epb4.1l5	212	273	256	238	150	211
Epb4.2	3226	4180	4391	2390	1155	1864
Epb4.9	4099	5106	4314	19	26	26
Epc1	498	669	583	653	399	502
Epc2	426	585	481	561	381	470
Epcam	2	5	3	0	3	2
Epdr1	365	397	422	277	244	273
Epgn	1	1	0	0	1	0
Epha1	37	46	27	36	33	54
Epha10	3	4	3	1	0	0
Epha2	40	40	33	85	59	42
Epha3	0	6	1	1	0	0
Epha4	2	22	4	6	3	4
Epha5	0	1	0	0	2	2
Epha6	0	0	0	0	0	0
Epha7	64	127	48	81	42	72
Epha8	4	176	117	9	11	5
Ephb1	4	4	9	3	0	0
Ephb2	46	63	30	25	17	17
Ephb3	5	16	4	4	2	0
Ephb4	133	146	135	99	75	87
Ephb6	38	55	34	26	25	27
Ephx1	6	8	10	21	33	40
Ephx2	29	26	48	151	149	173
Ephx3	0	0	0	1	0	0
Ephx4	0	1	0	1	0	0
Epm2a	14	16	11	17	9	14
Epm2aip1	429	655	497	686	333	487
Epn1	3768	4871	3770	4758	4790	4211
Epn2	38	43	48	45	30	36
Epn3	0	1	0	0	0	1
Epo	0	0	1	0	0	1
Epor	2474	2908	2814	2543	2326	2329
Eppk1	0	0	0	0	0	1
Eprs	5025	6819	5852	6235	4454	5066
Eps15	2474	3039	3010	3039	2079	2644
Eps15l1	954	1326	962	921	784	809
Eps8	24	36	42	63	36	53
Eps8l1	37	26	37	38	49	74
Eps8l2	12	14	13	23	9	24
Eps8l3	56	47	65	65	29	49
Epsti1	60	114	241	92	164	92
Ept1	1034	1269	1002	802	537	654
Epx	1304	2564	970	2641	4425	2448
Epyc	0	1	0	0	0	0
Eral1	374	510	420	690	580	607
Erap1	826	1067	1003	938	701	747
Eras	0	1	0	0	0	0
Erbb2	22	27	13	16	12	13
Erbb2ip	1268	1943	1349	1376	753	1065
Erbb3	13	50	24	22	9	14
Erbb4	0	2	1	0	0	0
Erc1	433	649	510	595	269	406
Erc2	1	1	1	3	1	1
Ercc1	144	197	173	244	325	211
Ercc2	752	1082	744	1057	1049	977
Ercc3	648	852	657	938	721	772
Ercc4	345	459	332	481	350	396
Ercc5	299	371	299	425	308	315
Ercc6	472	683	499	578	314	431
Ercc6l	745	1039	1103	1001	653	735
Ercc8	228	310	293	301	257	221
Erdr1	94	136	179	133	224	137
Ereg	0	0	1	1	0	1
Erf	386	605	429	466	496	431
Erg	197	364	208	201	152	183
Ergic1	888	1280	949	888	976	827
Ergic2	883	1121	1105	1098	882	1017
Ergic3	844	1222	992	1271	1668	1340
Erh	1037	1238	1262	1205	1481	1246
Eri1	1342	1708	1704	1808	1303	1429
Eri2	318	403	389	425	255	330
Eri3	490	714	528	626	789	662
Erich1	124	165	119	162	173	171
Erlec1	257	430	331	392	358	318
Erlin1	542	731	624	644	604	610
Erlin2	683	963	695	814	615	694
Ermap	8294	10015	9283	3171	1711	2624
Ermn	0	0	0	0	0	0
Ermp1	1385	1812	1433	1048	798	915
Ern1	371	522	300	301	149	244
Ern2	0	4	1	0	0	0
Ero1l	1252	1799	1297	3468	2352	3137
Ero1lb	112	155	98	155	160	127
Erp27	3	3	0	1	6	3
Erp29	1880	2393	2058	3167	4605	3309
Erp44	744	943	866	1010	1163	968
Errfi1	57	76	63	66	70	69
Erv3	0	0	0	0	0	0
Esam	73	115	68	83	74	58
Esco1	388	478	478	583	352	422
Esco2	611	757	859	933	642	857
Esd	1419	1942	1880	2720	3487	2833
Esf1	744	918	988	925	582	774
Esm1	3	4	2	5	15	8
Esp24	0	0	0	0	0	0
Esp3	0	0	0	0	0	0
Esp38	0	0	0	0	0	0
Espl1	2814	3700	2764	3401	1983	2786
Espn	11	39	18	16	17	11
Espnl	7	19	4	7	3	8
Esr1	0	5	3	4	1	2
Esr2	0	0	0	0	0	1
Esrp1	0	0	0	0	0	0
Esrp2	17	23	22	21	11	15
Esrra	359	474	355	454	559	449
Esrrb	3	1	3	1	2	0
Esrrg	2	3	3	0	1	0
Esx1	2	0	0	0	0	0
Esyt1	1552	2315	1623	2463	2577	2228
Esyt2	1175	1522	1311	2029	1023	1654
Esyt3	5	11	12	10	9	9
Etaa1	362	495	498	489	327	382
Etd	0	0	0	1	0	0
Etf1	4344	5524	5214	5464	4274	4406
Etfa	1207	1591	1511	1817	1848	1766
Etfb	1412	1931	1509	2327	3795	2276
Etfdh	583	777	707	887	733	818
Ethe1	248	355	271	375	684	354
Etl4	66	120	65	40	33	30
Etnk1	1514	2133	1966	2267	1213	1720
Etnk2	2	4	9	7	12	8
Etohd2	333	445	390	376	452	422
Etohi1	164	254	162	227	86	151
Ets1	328	471	303	368	375	351
Ets2	340	501	307	397	320	372
Etv1	1	8	2	3	1	6
Etv2	0	2	0	0	0	0
Etv3	334	550	377	584	329	487
Etv4	3	8	7	8	3	3
Etv5	110	132	115	215	159	122
Etv6	1348	2578	1454	1834	1118	1591
Evc	87	96	74	76	128	103
Evc2	115	180	116	110	147	180
Evi2a	106	164	129	215	323	167
Evi2b	471	826	517	828	973	784
Evi5	828	1101	1069	957	551	686
Evi5l	81	110	80	136	95	114
Evl	362	538	376	578	630	627
Evpl	9	9	7	4	3	7
Evx1	0	0	0	0	0	0
Evx2	0	0	0	0	0	0
Ewsr1	4743	6477	4948	6756	6315	6017
Exd1	11	25	16	20	37	34
Exd2	213	288	229	300	222	255
Exo1	825	1071	912	972	722	797
Exoc1	626	828	638	784	637	696
Exoc2	777	1155	848	977	631	886
Exoc3	686	994	894	1268	1119	1026
Exoc3l	81	141	84	92	89	60
Exoc4	556	882	718	906	455	732
Exoc5	1007	1369	1208	1394	848	988
Exoc6	1346	1841	1786	2133	1517	1809
Exoc6b	79	159	89	87	59	68
Exoc7	425	677	459	1199	1090	1063
Exoc8	349	554	429	536	427	462
Exog	164	244	184	213	255	278
Exosc1	412	536	461	526	509	446
Exosc10	1461	1886	1586	1967	1682	1597
Exosc2	883	1125	1094	1019	997	923
Exosc3	607	869	770	1038	1166	960
Exosc4	417	554	447	611	720	550
Exosc5	756	1035	841	1074	1568	1102
Exosc6	283	385	277	391	542	402
Exosc7	759	952	908	951	1231	956
Exosc8	818	981	1058	1180	1526	1227
Exosc9	1521	1965	1936	2357	2371	2209
Exph5	2	1	2	2	1	3
Expi	0	0	0	0	0	0
Ext1	205	338	265	335	232	235
Ext2	776	1200	831	1114	1156	1021
Extl1	1	2	1	0	1	0
Extl2	128	181	118	145	163	147
Extl3	939	1253	930	1218	827	1114
Eya1	7	9	6	3	2	4
Eya2	6	18	10	5	12	4
Eya3	1101	1391	1091	1462	1048	1244
Eya4	8	10	12	6	1	4
Ezh1	226	366	292	362	292	318
Ezh2	2054	2755	2387	2360	1896	2161
Ezr	1971	2589	2235	6332	3647	3944
F10	114	314	169	299	492	308
F11	4	6	5	10	11	9
F11r	79	133	80	102	96	89
F12	53	63	76	70	69	70
F13a1	1765	2858	2082	2651	3062	2657
F13b	13	10	18	16	7	14
F2	134	130	182	211	208	181
F2r	514	1050	624	1487	985	1095
F2rl1	0	0	2	0	1	1
F2rl2	100	297	135	206	190	173
F2rl3	79	134	76	62	59	53
F3	3	8	3	5	8	3
F420014N23Rik	158	211	209	119	87	101
F5	413	875	476	726	351	492
F630028O10Rik	75	159	62	148	150	153
F630042J09Rik	0	0	1	0	0	3
F630043A04Rik	392	496	433	613	467	535
F630111L10Rik	4	12	6	6	0	3
F630206G17Rik	0	1	1	1	0	0
F7	15	11	14	11	24	13
F730035M05Rik	0	0	1	0	0	0
F730043M19Rik	0	4	1	1	2	0
F8	38	45	59	45	27	24
F830002L21Rik	72	84	78	1	3	4
F830016B08Rik	0	1	1	1	0	1
F830045P16Rik	0	0	0	0	0	2
F8a	58	105	67	143	155	122
F9	2	1	4	5	3	3
F930015N05Rik	0	4	0	2	0	1
Fa2h	0	0	0	0	0	0
Faah	17	21	26	30	13	14
Fabp1	43	54	63	56	58	45
Fabp12	1	0	0	0	0	0
Fabp2	4	6	4	3	4	7
Fabp3	6	5	4	11	6	12
Fabp4	19	47	28	26	100	56
Fabp5	2392	3159	3563	7467	9021	7314
Fabp6	0	0	0	0	0	0
Fabp7	1	9	4	3	4	0
Fabp9	0	1	0	0	0	0
Fadd	256	316	275	403	435	357
Fads1	801	1135	922	1377	998	1122
Fads2	704	821	695	1645	780	1150
Fads3	76	101	78	690	52	570
Fads6	12	19	14	12	9	8
Faf1	1050	1352	1255	1237	1219	1268
Faf2	660	855	793	1030	678	828
Fah	36	31	43	103	88	65
Fahd1	213	283	246	153	219	155
Fahd2a	83	125	109	177	191	171
Faim	198	230	217	286	304	242
Faim2	1	1	0	1	5	5
Faim3	0	0	0	0	0	0
Fam100a	376	508	376	571	677	503
Fam100b	8	4	12	4	2	10
Fam101a	4	5	3	2	0	0
Fam101b	399	662	335	743	880	744
Fam102a	128	242	116	133	102	123
Fam102b	357	584	363	446	277	335
Fam103a1	347	462	525	528	529	497
Fam105a	293	429	263	438	575	443
Fam105b	412	675	539	573	727	546
Fam107a	0	0	0	2	1	1
Fam107b	1671	2710	1707	2630	2446	2401
Fam108a	898	1258	1031	1555	1791	1437
Fam108b	225	326	223	281	297	273
Fam108c	565	757	547	688	684	643
Fam109a	59	88	59	83	101	73
Fam109b	836	1080	897	640	547	546
Fam110a	156	231	148	244	298	212
Fam110b	12	39	17	18	15	15
Fam110c	35	34	22	137	60	96
Fam111a	2034	2877	2782	2763	2307	2498
Fam113a	134	186	148	250	229	218
Fam113b	178	298	212	285	331	278
Fam114a1	36	52	46	52	58	38
Fam114a2	518	620	624	728	833	801
Fam115a	87	103	80	66	54	70
Fam115c	9	14	11	11	7	15
Fam115e	0	0	0	0	0	0
Fam116a	656	850	717	966	529	816
Fam116b	106	113	97	110	104	108
Fam117a	1900	2602	2197	2807	2218	2348
Fam117b	745	1078	810	1311	1024	1134
Fam118a	190	228	210	255	233	254
Fam118b	221	280	261	386	425	335
Fam120a	6634	8449	6821	7424	6586	6872
Fam120b	209	290	214	252	221	226
Fam120c	150	263	157	192	95	150
Fam122a	261	391	279	317	357	320
Fam122b	444	594	443	546	294	405
Fam122c	0	0	0	0	0	0
Fam123a	1	2	3	4	2	2
Fam123b	235	351	256	244	113	158
Fam123c	0	0	0	0	0	0
Fam124a	12	14	36	26	10	8
Fam124b	4	4	1	1	1	1
Fam125a	231	374	302	396	607	376
Fam125b	816	1335	882	1297	1103	1252
Fam126a	1508	2129	1894	1886	930	1414
Fam126b	274	411	291	424	194	315
Fam129a	387	581	419	669	465	503
Fam129b	290	420	281	295	314	274
Fam129c	21	21	22	56	59	67
Fam131a	22	29	15	150	207	178
Fam131b	1	3	3	1	1	1
Fam131c	2	1	2	2	3	0
Fam132a	604	655	670	325	397	262
Fam132b	323	512	330	27	32	27
Fam133b	469	596	627	655	556	579
Fam134a	1523	2121	1752	4094	3606	3616
Fam134b	81	127	83	96	133	100
Fam134c	927	1251	1083	1223	1039	1182
Fam135a	43	72	51	53	26	42
Fam135b	0	0	0	0	0	0
Fam136a	783	931	893	923	1006	797
Fam13a	9	10	15	11	8	4
Fam13b	684	852	731	877	380	644
Fam13c	0	0	0	0	0	0
Fam149a	10	26	9	6	10	8
Fam149b	281	372	264	422	291	368
Fam150a	0	0	0	0	0	0
Fam150b	14	22	21	18	15	13
Fam151a	133	204	156	38	23	33
Fam151b	26	30	36	40	36	53
Fam154a	0	0	0	0	0	0
Fam154b	7	1	5	7	8	6
Fam155a	1	0	2	0	0	1
Fam158a	163	209	260	257	361	267
Fam159a	1	0	0	0	0	0
Fam159b	0	0	0	0	0	0
Fam160a1	19	27	18	282	166	217
Fam160a2	562	727	480	677	673	696
Fam160b1	544	779	523	798	526	590
Fam160b2	411	568	401	522	427	543
Fam161a	8	6	11	9	13	11
Fam161b	49	56	44	42	42	49
Fam162a	580	793	748	1029	1713	1209
Fam162b	0	0	0	0	1	0
Fam163a	1	4	0	3	1	2
Fam163b	0	0	0	0	0	0
Fam164a	56	75	50	90	63	91
Fam164b	0	2	0	0	0	0
Fam164c	3	14	10	6	6	8
Fam165b	194	222	288	337	499	389
Fam166a	558	815	600	880	1187	761
Fam166b	0	0	0	0	0	0
Fam167a	18	35	24	11	9	5
Fam167b	29	13	14	22	35	21
Fam168a	434	592	434	631	339	520
Fam168b	2330	3292	2313	2571	1864	2356
Fam169a	257	341	267	381	184	398
Fam169b	8	10	2	2	8	4
Fam170a	0	0	0	0	0	0
Fam170b	0	0	0	2	0	0
Fam171a1	88	154	85	72	70	49
Fam171a2	51	97	52	44	51	46
Fam171b	0	3	0	0	0	0
Fam172a	526	808	597	805	564	677
Fam173a	422	585	439	736	922	709
Fam173b	129	169	140	185	221	188
Fam174a	132	238	176	241	333	238
Fam174b	234	480	308	76	93	76
Fam175a	223	257	265	285	207	258
Fam175b	330	585	422	512	500	515
Fam176a	11	14	15	17	5	7
Fam176b	24	40	22	31	51	31
Fam177a	0	0	0	0	0	0
Fam178a	1304	1660	1321	1457	644	1068
Fam178b	2	4	0	2	1	1
Fam179a	10	11	8	3	8	5
Fam179b	493	759	546	678	316	473
Fam180a	0	0	0	0	0	0
Fam181a	0	0	0	0	0	0
Fam181b	5	18	6	1	2	3
Fam183b	0	0	0	0	0	0
Fam184a	2	7	2	0	0	0
Fam184b	5	3	3	3	3	1
Fam185a	157	257	192	268	219	237
Fam186b	1	0	0	1	0	0
Fam187a	1	0	2	0	0	0
Fam187b	2	3	2	0	0	6
Fam188a	434	534	489	962	764	812
Fam188b	13	21	14	13	9	13
Fam189a1	0	1	0	0	0	0
Fam189a2	0	2	0	2	2	0
Fam189b	100	143	97	118	88	72
Fam18a	328	489	361	420	434	370
Fam18b	278	416	375	427	370	380
Fam190a	0	2	0	0	0	1
Fam192a	618	868	666	857	914	812
Fam193a	652	999	685	866	572	766
Fam193b	503	683	403	700	618	689
Fam194a	0	1	1	0	0	0
Fam195a	281	313	313	323	506	289
Fam195b	373	552	370	763	1087	762
Fam196a	2	8	4	1	0	0
Fam196b	11	24	15	8	0	11
Fam198a	2	3	1	3	1	1
Fam198b	35	41	20	33	14	16
Fam199x	188	273	161	220	84	129
Fam19a1	0	1	0	0	0	0
Fam19a2	5	0	1	2	1	1
Fam19a3	0	1	1	1	0	1
Fam19a4	0	0	0	0	0	0
Fam19a5	0	0	1	0	1	0
Fam203a	476	586	492	648	726	528
Fam20a	6	5	6	7	3	7
Fam20b	887	1327	1120	1077	822	935
Fam20c	8	23	27	16	31	14
Fam23a	5	4	5	3	2	4
Fam24a	0	0	0	0	0	1
Fam25c	0	0	0	0	0	0
Fam26d	0	2	0	0	0	0
Fam26e	0	0	0	0	1	0
Fam26f	11	6	12	17	47	16
Fam32a	926	1284	1170	1274	1496	1265
Fam33a	449	564	507	576	473	541
Fam35a	103	172	148	165	129	139
Fam36a	344	377	350	398	413	357
Fam38a	4560	6099	4517	3724	2128	2903
Fam38b	4	25	5	5	3	4
Fam3a	106	147	124	314	280	284
Fam3b	0	0	0	0	2	0
Fam3c	306	487	393	453	471	435
Fam40a	395	584	405	646	691	634
Fam40b	29	42	37	147	60	93
Fam43a	210	303	204	232	291	274
Fam43b	0	0	0	0	0	0
Fam45a	299	325	421	384	326	337
Fam46a	335	445	331	496	365	350
Fam46b	2	0	0	0	2	1
Fam46c	1262	2642	1885	758	284	494
Fam46d	1	1	3	1	0	1
Fam47c	0	0	0	0	0	0
Fam47e	1	0	0	1	0	2
Fam48a	537	802	594	629	374	533
Fam49a	83	133	108	100	104	80
Fam49b	1490	2183	1699	2323	2840	2477
Fam50a	429	641	489	857	955	814
Fam50b	0	0	0	0	0	0
Fam53a	341	521	363	524	567	466
Fam53b	1337	1810	1433	449	421	437
Fam53c	748	965	804	939	553	735
Fam54a	428	466	482	521	476	417
Fam54b	662	1035	774	1252	1287	1097
Fam55b	2430	2853	3103	27	21	19
Fam55c	207	302	199	171	134	127
Fam55d	271	308	291	196	131	172
Fam57a	12	22	21	14	17	14
Fam57b	2	5	2	2	3	3
Fam58b	204	331	262	361	380	371
Fam59a	642	834	792	500	169	354
Fam59b	3	5	0	5	6	4
Fam5b	0	0	0	0	0	0
Fam5c	0	0	0	0	0	0
Fam60a	60	110	76	85	66	75
Fam63a	304	496	354	535	497	418
Fam63b	1160	1586	1301	671	391	617
Fam64a	261	409	248	429	472	387
Fam65a	950	1517	906	1156	873	947
Fam65b	511	914	552	646	468	602
Fam65c	40	91	55	969	680	917
Fam69a	395	523	435	623	632	632
Fam69b	56	118	57	54	76	47
Fam69c	0	0	0	0	0	0
Fam70a	13	19	21	18	19	14
Fam70b	0	0	0	0	0	0
Fam71a	0	0	0	0	0	0
Fam71b	0	3	0	2	2	0
Fam71d	1	2	0	0	0	0
Fam71e1	5	7	3	6	8	7
Fam71e2	1	2	0	0	0	1
Fam71f1	0	0	0	0	0	0
Fam71f2	3	3	1	3	3	3
Fam72a	64	87	86	111	114	93
Fam73a	376	497	326	538	322	433
Fam73b	333	474	337	479	344	373
Fam75d3	0	1	0	0	0	0
Fam76a	379	592	511	686	531	571
Fam76b	541	765	625	719	422	571
Fam78a	1011	1373	1037	752	552	626
Fam78b	4	4	6	12	11	8
Fam81a	5	0	5	6	2	4
Fam82a1	19	39	28	55	49	43
Fam82a2	1075	1399	1182	1759	1525	1573
Fam82b	107	100	108	140	177	162
Fam83a	0	1	0	0	2	2
Fam83b	0	0	0	1	1	0
Fam83c	1	1	0	0	1	0
Fam83d	216	315	244	343	238	260
Fam83e	9	9	11	3	4	2
Fam83f	12	26	18	17	25	21
Fam83g	56	73	63	164	130	174
Fam83h	11	9	5	6	10	8
Fam84a	0	4	1	1	3	1
Fam84b	196	352	230	253	179	192
Fam86	317	436	331	397	534	439
Fam89a	6	16	18	11	16	20
Fam89b	509	588	462	411	488	313
Fam92a	192	244	279	238	265	250
Fam92b	0	0	1	1	0	0
Fam96a	1442	1889	1917	2278	2807	2113
Fam96b	364	454	418	510	715	536
Fam98a	911	1116	1114	1463	967	1089
Fam98b	634	877	676	731	641	781
Fam98c	190	294	188	289	388	272
Fan1	111	154	91	135	75	120
Fanca	1029	1247	1037	1240	878	968
Fancb	145	204	157	209	132	170
Fancc	276	326	282	288	287	281
Fancd2	778	1059	898	931	491	782
Fance	354	465	371	478	462	447
Fancf	127	200	145	162	199	157
Fancg	362	406	347	488	433	494
Fanci	747	1010	941	970	745	846
Fancl	426	665	618	460	614	418
Fancm	720	879	745	734	333	522
Fank1	0	0	0	1	0	0
Fap	1	6	4	2	2	5
Far1	1383	1724	1574	1556	1109	1266
Far2	457	614	528	644	648	483
Farp1	52	112	60	66	36	41
Farp2	31	35	27	83	88	81
Fars2	257	374	344	449	481	427
Farsa	1996	2524	2034	2639	2837	2406
Farsb	1580	2208	2187	2004	2047	1861
Fas	1	3	3	4	6	7
Fasl	1	4	4	0	0	1
Fasn	4182	6244	4068	4897	2872	3555
Fastk	613	834	639	1051	931	985
Fastkd1	159	257	177	254	220	222
Fastkd2	542	685	707	555	542	552
Fastkd3	171	240	217	209	227	216
Fastkd5	286	334	268	333	311	261
Fat1	43	116	42	45	19	21
Fat2	0	0	0	1	0	0
Fat3	3	23	3	5	1	1
Fat4	44	69	30	18	6	11
Fate1	1	0	0	0	0	0
Fau	7331	10519	9326	11379	19001	12773
Fbf1	505	648	482	636	645	588
Fbl	1929	2544	2146	2348	2581	2199
Fblim1	5	21	14	10	8	5
Fbll1	0	0	0	0	0	0
Fbln1	40	88	57	41	51	45
Fbln2	8	30	12	6	4	10
Fbln5	2	12	4	6	5	2
Fbln7	0	0	0	0	1	0
Fbn1	36	116	46	22	10	18
Fbn2	14	155	15	25	6	12
Fbp1	12	10	11	11	18	8
Fbp2	2	4	3	3	1	1
Fbrs	770	1137	667	1067	1036	1070
Fbrsl1	424	586	381	511	344	460
Fbxl12	92	144	102	130	141	147
Fbxl13	0	1	3	2	3	0
Fbxl14	1004	1319	961	1283	1149	1091
Fbxl15	136	170	123	169	210	159
Fbxl16	1	1	0	2	2	3
Fbxl17	313	511	356	363	304	358
Fbxl18	133	202	145	156	101	142
Fbxl19	859	1266	932	817	748	819
Fbxl2	84	96	103	143	195	147
Fbxl20	434	707	434	515	427	595
Fbxl21	2	7	2	5	5	3
Fbxl22	181	197	162	129	162	128
Fbxl3	495	741	609	562	460	505
Fbxl4	95	119	111	132	124	127
Fbxl5	381	542	436	515	412	422
Fbxl6	509	647	516	557	695	582
Fbxl7	10	17	7	8	4	5
Fbxl8	22	48	25	53	57	57
Fbxo10	360	458	394	288	174	225
Fbxo11	542	749	558	713	452	599
Fbxo15	1	0	1	2	4	0
Fbxo16	3	7	7	5	5	4
Fbxo17	14	27	18	22	16	12
Fbxo18	652	992	724	1060	940	950
Fbxo2	8	15	10	4	8	5
Fbxo21	389	553	364	371	299	350
Fbxo22	451	561	479	728	732	632
Fbxo24	11	14	12	18	8	10
Fbxo25	88	109	94	142	109	119
Fbxo27	5	6	5	6	4	3
Fbxo28	371	498	358	407	310	434
Fbxo3	1394	1852	1679	1682	991	1332
Fbxo30	642	844	827	521	407	529
Fbxo31	415	619	425	653	760	687
Fbxo32	17	22	10	11	13	8
Fbxo33	413	539	496	657	479	530
Fbxo34	604	889	631	850	707	735
Fbxo36	38	30	31	59	124	77
Fbxo38	785	1212	955	1292	917	962
Fbxo39	0	0	1	1	1	0
Fbxo4	40	49	37	53	54	43
Fbxo40	2	1	3	6	4	4
Fbxo41	4	7	3	0	0	0
Fbxo42	1060	1581	1200	984	683	835
Fbxo43	0	1	0	0	2	0
Fbxo44	25	31	22	30	19	36
Fbxo45	655	888	689	805	551	650
Fbxo46	211	306	213	342	335	324
Fbxo47	14	4	9	7	4	8
Fbxo48	82	102	79	81	28	51
Fbxo5	947	1224	1161	946	932	872
Fbxo6	185	255	251	312	309	307
Fbxo7	827	1085	927	1435	1339	1312
Fbxo8	300	374	408	387	326	351
Fbxo9	848	1022	833	1158	1022	947
Fbxw10	8	7	14	9	15	10
Fbxw11	756	1114	803	1142	792	938
Fbxw13	0	0	0	0	0	0
Fbxw14	0	0	0	0	0	0
Fbxw15	0	0	0	0	0	0
Fbxw16	0	0	0	0	0	0
Fbxw17	61	104	72	69	95	86
Fbxw18	0	0	0	0	0	0
Fbxw19	1	0	0	0	0	0
Fbxw2	883	1136	1073	1169	968	942
Fbxw20	0	0	0	0	0	0
Fbxw21	0	0	0	0	0	0
Fbxw22	0	0	0	0	0	0
Fbxw24	0	0	0	0	0	0
Fbxw26	0	1	1	0	0	0
Fbxw28	0	0	0	1	0	0
Fbxw4	341	473	386	514	704	635
Fbxw5	623	900	683	800	765	736
Fbxw7	299	356	308	319	269	312
Fbxw8	1363	2030	1556	1826	1666	1822
Fbxw9	80	115	88	156	171	132
Fcamr	0	0	0	0	0	0
Fcer1a	2	2	4	8	1	5
Fcer1g	399	692	490	770	1217	803
Fcer2a	4	2	2	2	0	3
Fcf1	486	613	677	690	827	693
Fcgbp	0	0	0	0	0	0
Fcgr1	119	205	202	294	526	240
Fcgr2b	194	369	186	364	446	348
Fcgr3	552	1010	664	1314	1943	1208
Fcgr4	31	63	77	61	117	68
Fcgrt	157	188	161	196	315	174
Fcho1	949	1336	853	627	933	674
Fcho2	550	809	676	670	384	586
Fchsd1	57	87	48	64	76	76
Fchsd2	341	484	322	400	368	356
Fcna	110	175	175	74	106	61
Fcnb	445	775	495	1138	2521	1706
Fcrl1	12	29	29	19	33	27
Fcrl5	1	1	0	0	0	0
Fcrl6	0	0	0	0	0	0
Fcrla	3	1	4	1	4	3
Fcrlb	5	1	0	6	1	2
Fcrls	27	57	25	74	55	37
Fdft1	441	602	567	520	553	500
Fdps	872	992	947	1619	1839	1389
Fdx1	105	138	124	182	250	204
Fdx1l	31	62	38	42	60	53
Fdxacb1	164	210	213	232	235	200
Fdxr	296	391	276	319	469	355
Fech	9404	14022	12319	16036	12127	13849
Fem1a	1014	1486	1090	1466	1137	1105
Fem1b	1841	2784	2170	2502	1440	1929
Fem1c	404	601	419	515	248	369
Fen1	2906	3627	3353	5017	4904	4324
Fer1l4	2	2	0	1	1	5
Ferd3l	0	0	0	0	0	0
Fermt1	0	2	1	0	0	0
Fermt2	58	95	65	62	59	61
Fermt3	3654	6267	4185	7299	7005	6773
Fert2	201	315	274	226	194	194
Fes	1007	1521	957	1742	2234	1665
Fetub	2	0	1	0	3	2
Fev	0	2	0	1	1	1
Fez1	0	0	2	0	1	2
Fez2	283	406	303	413	429	340
Fezf1	0	0	0	0	0	0
Fezf2	0	0	0	0	0	1
Ffar1	0	0	0	0	0	0
Ffar2	18	48	41	53	77	50
Ffar3	0	0	0	0	0	0
Fga	206	228	332	329	319	282
Fgb	168	176	236	264	276	225
Fgd1	49	61	29	42	46	29
Fgd2	308	463	279	310	617	439
Fgd3	134	229	112	207	158	208
Fgd4	122	219	146	234	170	177
Fgd5	169	284	155	117	80	82
Fgd6	420	542	427	341	135	250
Fgf1	1	1	2	2	4	1
Fgf10	0	8	2	0	1	2
Fgf11	5	8	6	8	13	6
Fgf12	0	0	1	0	0	0
Fgf13	56	107	89	69	28	54
Fgf14	0	0	0	0	0	0
Fgf15	0	1	1	1	0	0
Fgf16	0	0	0	0	0	0
Fgf17	0	2	0	0	2	3
Fgf18	0	0	0	1	0	0
Fgf2	0	1	0	3	1	0
Fgf20	0	0	0	0	0	0
Fgf21	0	0	0	0	0	0
Fgf22	1	0	0	0	2	0
Fgf23	0	0	0	0	3	0
Fgf3	15	19	2	1	8	2
Fgf4	0	0	0	0	0	0
Fgf5	0	1	0	0	0	0
Fgf6	0	0	0	0	0	0
Fgf7	1	1	1	1	3	1
Fgf8	0	0	0	0	0	0
Fgf9	1	1	0	0	0	0
Fgfbp1	0	0	0	0	0	0
Fgfbp3	56	47	59	36	51	42
Fgfr1	11	78	24	32	14	8
Fgfr1op	439	547	456	461	379	468
Fgfr1op2	1781	2154	2207	2227	1548	2040
Fgfr2	24	29	32	186	69	93
Fgfr3	26	42	36	24	12	13
Fgfr4	9	25	11	27	17	13
Fgfrl1	185	273	220	239	227	229
Fgg	134	130	213	213	229	174
Fggy	33	57	43	39	51	45
Fgl1	0	0	2	0	0	1
Fgl2	354	637	482	665	581	542
Fgr	128	207	120	201	248	182
Fh1	1320	1855	1585	1910	2271	1759
